

Best Parameters for LogisticRegression : {'C': 10, 'solver': 'newton-cg'}
Best Cross-Validation Score for LogisticRegression : 0.9526181061784381
Test Accuracy for LogisticRegression : 0.9474260679079957
Confusion Matrix for LogisticRegression :
 [[127  29]
 [ 19 738]]
Classification Report for LogisticRegression :
               precision    recall  f1-score   support

         NRB       0.87      0.81      0.84       156
          RB       0.96      0.97      0.97       757

    accuracy                           0.95       913
   macro avg       0.92      0.89      0.90       913
weighted avg       0.95      0.95      0.95       913




Best Parameters for DecisionTreeClassifier : {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}
Best Cross-Validation Score for DecisionTreeClassifier : 0.9553548338736577
Test Accuracy for DecisionTreeClassifier : 0.9594742606790799
Confusion Matrix for DecisionTreeClassifier :
 [[133  23]
 [ 14 743]]
Classification Report for DecisionTreeClassifier :
               precision    recall  f1-score   support

         NRB       0.90      0.85      0.88       156
          RB       0.97      0.98      0.98       757

    accuracy                           0.96       913
   macro avg       0.94      0.92      0.93       913
weighted avg       0.96      0.96      0.96       913





Best Parameters for KNeighborsClassifier : {'algorithm': 'ball_tree', 'n_neighbors': 3, 'weights': 'distance'}
Best Cross-Validation Score for KNeighborsClassifier : 0.9600116185371886
Test Accuracy for KNeighborsClassifier : 0.968236582694414
Confusion Matrix for KNeighborsClassifier :
 [[138  18]
 [ 11 746]]
Classification Report for KNeighborsClassifier :
               precision    recall  f1-score   support

         NRB       0.93      0.88      0.90       156
          RB       0.98      0.99      0.98       757

    accuracy                           0.97       913
   macro avg       0.95      0.94      0.94       913
weighted avg       0.97      0.97      0.97       913












------------------------------------------------------------------------------------------------------------------------------------------------------------

Model: Logistic Regression, Hyperparameters: {'C': 0.1, 'solver': 'newton-cg'}, Performance: 0.9534381500290463
Model: Logistic Regression, Hyperparameters: {'C': 0.1, 'solver': 'liblinear'}, Performance: 0.9548072634597006
Model: Logistic Regression, Hyperparameters: {'C': 1, 'solver': 'newton-cg'}, Performance: 0.9572722673013138
Model: Logistic Regression, Hyperparameters: {'C': 1, 'solver': 'liblinear'}, Performance: 0.9575462399040534
Model: Logistic Regression, Hyperparameters: {'C': 10, 'solver': 'newton-cg'}, Performance: 0.9575458651125313
Model: Logistic Regression, Hyperparameters: {'C': 10, 'solver': 'liblinear'}, Performance: 0.9575458651125313
Model: Logistic Regression, Hyperparameters: {'C': 100, 'solver': 'newton-cg'}, Performance: 0.9578198377152709
Model: Logistic Regression, Hyperparameters: {'C': 100, 'solver': 'liblinear'}, Performance: 0.9578198377152709

Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}, Performance: 0.9397410190581489
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}, Performance: 0.9394677960384537
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}, Performance: 0.9375526113599311
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}, Performance: 0.9326214793021382
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}, Performance: 0.9301549762944361
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}, Performance: 0.9312519910799617
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}, Performance: 0.939194198227236
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}, Performance: 0.9405640612409346
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}, Performance: 0.941113505612503
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}, Performance: 0.9394681708299757
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}, Performance: 0.9427554672713303
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}, Performance: 0.9427573412289414
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}, Performance: 0.9372760152165359
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}, Performance: 0.9361797500140547
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}, Performance: 0.9372790135487137
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}, Performance: 0.9383741543766281
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}, Performance: 0.9402912130127616
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}, Performance: 0.9411131308209809
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}, Performance: 0.9370042913629295
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}, Performance: 0.9430294398740701
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}, Performance: 0.9402927121788507
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}, Performance: 0.9337158705470083
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}, Performance: 0.933989843149748
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}, Performance: 0.9309783932687441
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}, Performance: 0.9405655604070237
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}, Performance: 0.9413863538406761
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}, Performance: 0.9416607012349381
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}, Performance: 0.9367306935517117
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}, Performance: 0.9397421434327156
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}, Performance: 0.9383749039596724
Model: Decision Tree, Hyperparameters: {'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2}, Performance: 0.9342626913779212
